id;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
9.23676E+17;128605155;RentaHost;Pendino;408.502.495;142.622.377;Entire home/apt;$78,00;1;5;29/08/2023;2.54;22;276;5
9.23689E+17;522500567;Maria;Avvocata;4.085.845.197.565.480;14.239.796.507.829.700;Entire home/apt;$91,00;4;7;4/09/2023;3.39;2;51;7
9.23707E+17;520531425;Paolo Pietro;Vomero;408.439.360.644.211;1.422.269.689.441.560;Private room;$60,00;1;8;1/09/2023;3.38;2;355;8
9.23709E+17;522505608;Vincenzo;Avvocata;40.857.866;142.432.516;Private room;$97,00;1;0;;;4;310;0
9.23716E+17;522505608;Vincenzo;Avvocata;40.857.866;142.432.516;Private room;$101,00;1;0;;;4;312;0
9.23723E+17;522505608;Vincenzo;Avvocata;40.857.866;142.432.516;Private room;$109,00;1;0;;;4;312;0
9.23724E+17;157192418;Antonio;San Giuseppe;40.845.365.629.894.800;14.253.725.074.231.600;Entire home/apt;$71,00;2;0;;;4;46;0
9.23728E+17;515615787;Giovanni;San Carlo all'Arena;408.735.438.866.292;1.427.190.475.165.840;Entire home/apt;$45,00;1;20;9/09/2023;9.09;2;331;20
9.2373E+17;522505608;Vincenzo;Avvocata;40.857.866;142.432.516;Private room;$112,00;1;0;;;4;320;0
9.23741E+17;16558068;Alessandra;San Ferdinando;4.083.922.021.562.510;14.250.860.117.924.000;Entire home/apt;$116,00;1;1;7/07/2023;0.43;10;226;1
9.23751E+17;581043;Maria;Stella;4.085.784.933.304.650;14.252.437.278.628.300;Private room;$35,00;3;10;11/09/2023;4.55;4;260;10
9.23797E+17;515977804;Maison San Carlo;San Ferdinando;408.385.182;142.493.381;Private room;$189,00;1;0;;;5;304;0
9.23804E+17;515977804;Maison San Carlo;San Ferdinando;408.385.182;142.493.381;Private room;$236,00;1;1;18/08/2023;1;5;297;1
9.23805E+17;515977804;Maison San Carlo;San Ferdinando;408.385.182;142.493.381;Private room;$188,00;1;0;;;5;297;0
9.23806E+17;515977804;Maison San Carlo;San Ferdinando;408.385.182;142.493.381;Private room;$189,00;1;0;;;5;295;0
9.23806E+17;515977804;Maison San Carlo;San Ferdinando;4.083.903.176.900.520;14.248.832.022.132.100;Private room;$232,00;1;0;;;5;308;0
9.23811E+17;486709534;Matteo;Vomero;4.084.249.131.647.500;1.422.416.129.391.780;Entire home/apt;$100,00;3;1;18/08/2023;1;5;174;1
9.23836E+17;522542354;Clemaria;San Giuseppe;40.847.188;142.503.245;Entire home/apt;$80,00;3;5;21/08/2023;2.83;1;344;5
9.23903E+17;189839177;Raffaella;Chiaia;4.083.741.997.688.800;14.244.115.389.883.500;Private room;$79,00;2;2;3/08/2023;1.2;3;150;2
9.23953E+17;522582719;Dominga;Mercato;408.484.078.256.305;14.275.515.798.582.000;Private room;$90,00;1;0;;;1;337;0
9.23968E+17;505540260;Ida;Pendino;4.084.836.789.445.040;14.265.429.834.286.700;Entire home/apt;$145,00;2;8;8/09/2023;3.75;1;338;8
9.24274E+17;152009554;Federico;San Ferdinando;4.083.174.971.695.280;14.243.678.164.098.000;Entire home/apt;$120,00;3;0;;;6;331;0
9.24368E+17;487817566;Wonderful Italy Campania;Pendino;408.474.694;142.611.125;Entire home/apt;$120,00;1;6;21/08/2023;2.65;105;302;6
9.24373E+17;400861747;Agnello;Pianura;4.085.403.669.999.990;141.570.723;Entire home/apt;$120,00;2;0;;;1;347;0
9.24389E+17;522683779;Antonio;San Carlo all'Arena;4.087.062;142.627;Entire home/apt;$119,00;1;1;6/07/2023;0.43;1;266;1
9.24405E+17;522687546;Nancy;Montecalvario;40.841.999.357.035.500;14.247.272.501.384.500;Entire home/apt;$85,00;2;1;8/07/2023;0.44;1;354;1
9.24468E+17;45979838;Ennio;Zona Industriale;40.854.122.361.621.700;14.272.783.688.254.200;Entire home/apt;$80,00;1;0;;;2;161;0
9.2447E+17;522703520;Luciano;Chiaia;4.082.901.238.656.860;14.218.507.257.672.100;Entire home/apt;$200,00;1;0;;;1;270;0
9.24515E+17;504714103;Davide;Poggioreale;408.615.555;142.763.799;Entire home/apt;$111,00;2;0;;;1;161;0
9.24528E+17;522719909;Ivano;Posillipo;408.232.904;142.179.685;Entire home/apt;$300,00;1;0;;;1;365;0
9.246E+17;522743770;Valeria;Stella;4.085.951.060.747.750;1.424.932.462.181.030;Entire home/apt;$82,00;2;0;;;1;341;0
9.24613E+17;34260164;Claudia;Arenella;4.085.702.062.499.780;1.422.752.559.185.020;Entire home/apt;$59,00;2;16;11/09/2023;8.14;1;253;16
9.24766E+17;9100499;Cristiano;Montecalvario;4.084.152.150.045.780;14.248.645.395.106.400;Entire home/apt;$92,00;2;10;12/09/2023;5.66;1;251;10
9.25038E+17;487817566;Wonderful Italy Campania;San Ferdinando;40.831.462.396.403.000;14.246.593.190.535.900;Entire home/apt;$92,00;1;2;31/08/2023;1.11;105;341;2
9.25069E+17;403701726;Fabiana;San Lorenzo;4.085.556.426.908.490;14.268.794.395.029.500;Private room;$53,00;1;3;12/08/2023;1.43;3;145;3
9.2511E+17;2183240;Alessandro;Avvocata;4.085.118.084.259.380;14.242.876.334.570.400;Private room;$73,00;3;2;29/08/2023;2;3;282;2
9.25135E+17;2183240;Alessandro;Avvocata;40.851.563.432.113.900;14.243.152.143.286.300;Private room;$86,00;2;2;2/08/2023;1.2;3;97;2
9.25167E+17;238205935;Welcome;Montecalvario;408.445.216;14.246.936;Entire home/apt;$78,00;2;2;6/09/2023;0.97;24;259;2
9.25189E+17;5965834;Gianni;Pendino;40.850.572;14.262.585;Entire home/apt;$90,00;2;0;;;3;351;0
9.2524E+17;483534944;Pasquale Ranieri;Pendino;4.084.815.977.045.360;14.259.771.350.252.600;Private room;$156,00;1;0;;;10;53;0
9.25246E+17;510170380;Gennaro;San Carlo all'Arena;408.625.862;142.611.827;Entire home/apt;$81,00;2;14;11/09/2023;6.27;1;132;14
9.25247E+17;483534944;Pasquale Ranieri;Pendino;4.084.698;1.426.039;Private room;$166,00;1;0;;;10;49;0
9.25258E+17;395924726;Diletta;San Lorenzo;40.853.173.067.631.500;1.425.900.673.877.960;Private room;$180,00;2;0;;;7;184;0
9.2528E+17;522909638;Letizia;Stella;4.085.665.789.999.990;142.520.852;Entire home/apt;$207,00;2;1;20/07/2023;0.54;1;172;1
9.25317E+17;522921690;Francesca;San Lorenzo;40.853.639.959.232.800;14.261.895.253.119.900;Private room;$89,00;1;5;21/08/2023;3.66;4;75;5
9.2535E+17;522921690;Francesca;San Lorenzo;408.536.418.098.663;14.261.682.204.716.600;Private room;$89,00;1;6;26/08/2023;4.29;4;0;6
9.25366E+17;522936438;Anna;Miano;408.834.837;142.609.809;Entire home/apt;$72,00;1;1;16/07/2023;0.5;1;362;1
9.25382E+17;522941595;Luisa;Montecalvario;408.412.255;142.474.348;Entire home/apt;$74,00;1;4;7/09/2023;2.61;1;172;4
9.25436E+17;522601499;Antonio;San Lorenzo;4.085.604.786.878.620;14.267.545.826.733.100;Entire home/apt;$83,00;1;18;12/09/2023;7.83;2;157;18
9.25667E+17;523006505;Oreste;Montecalvario;40.839.858.267.196.000;14.247.457.357.672.100;Entire home/apt;$73,00;2;0;;;1;268;0
9.25709E+17;522601499;Antonio;San Lorenzo;408.566.118;142.672.216;Entire home/apt;$80,00;1;16;12/09/2023;6.86;2;93;16
9.25712E+17;522968593;Gabriele;Arenella;408.637.962;142.210.054;Private room;$66,00;1;1;8/08/2023;0.81;2;346;1
9.25722E+17;423088539;Anna;Chiaia;40.835.078.653.690.700;14.232.212.980.531.200;Entire home/apt;$62,00;2;0;;;1;306;0
9.25799E+17;52313336;Stefano-Luca-Francesco;San Lorenzo;40.852.208.205.934.000;14.256.923.833.615.200;Private room;$70,00;2;8;29/08/2023;4.44;6;233;8
9.25985E+17;264437330;Antonello;Stella;4.085.806.281.085.970;14.250.729.852.297.700;Entire home/apt;$68,00;2;8;20/08/2023;4;5;214;8
9.25987E+17;179835497;Margherita;Pendino;4.084.959.972.157.390;142.664.740.362.986;Private room;$61,00;1;0;;;10;37;0
9.25992E+17;179835497;Margherita;Pendino;4.084.919.157.319.790;1.426.543.893.236.520;Private room;$62,00;1;1;5/08/2023;0.75;10;85;1
9.25995E+17;179835497;Margherita;Pendino;40.850.778.194.899.600;14.265.498.888.031.600;Private room;$58,00;1;0;;;10;26;0
9.26026E+17;31593039;Giovanna;Stella;408.589.546;142.473.911;Private room;$64,00;2;3;24/08/2023;2.14;2;128;3
9.26097E+17;448414272;Francesca;San Lorenzo;4.085.074.086.324.150;14.256.932.577.997.200;Private room;$25,00;1;0;;;1;235;0
9.2645E+17;229377128;Antonio;San Ferdinando;4.083.681.853.031.110;14.246.493.539.991.500;Entire home/apt;$116,00;2;5;11/09/2023;4.69;6;231;5
9.2649E+17;523193316;Mariarca;San Lorenzo;4.085.420.248.189.230;14.255.858.100.950.700;Entire home/apt;$59,00;1;4;30/08/2023;3.33;1;247;4
9.26524E+17;445049639;Valentina;Vomero;408.400.834;14.228.444;Entire home/apt;$119,00;2;5;22/08/2023;2.38;1;156;5
9.26573E+17;238205935;Welcome;San Lorenzo;40.852.263;142.647.922;Entire home/apt;$67,00;2;5;23/08/2023;2.83;24;257;5
9.26584E+17;238205935;Welcome;San Lorenzo;4.085.336.546.443.770;14.263.905.955.103.000;Entire home/apt;$65,00;2;4;23/08/2023;2.07;24;251;4
9.26588E+17;238205935;Welcome;San Lorenzo;4.085.308.385.498.520;1.426.551.741.638.870;Entire home/apt;$73,00;2;7;29/08/2023;4.04;24;258;7
9.2659E+17;238205935;Welcome;San Lorenzo;4.085.322;1.426.511;Entire home/apt;$63,00;2;6;28/08/2023;3.33;24;247;6
9.26594E+17;238205935;Welcome;San Lorenzo;4.085.271.557.750.140;1.426.502.655.475.140;Entire home/apt;$67,00;2;3;17/08/2023;1.84;24;253;3
9.26601E+17;523217560;Roberta;Vomero;4.084.694.417.975.010;14.228.118.120.619.300;Entire home/apt;$92,00;2;0;;;1;178;0
9.26606E+17;489845278;Cristina;Montecalvario;40.844.049.082.767.900;14.246.227.480.426.000;Entire home/apt;$95,00;1;0;;;8;196;0
9.26711E+17;523251404;Giuseppe;San Lorenzo;408.528.319;142.626.466;Entire home/apt;$145,00;1;4;4/09/2023;1.85;6;359;4
9.26719E+17;489845278;Cristina;San Lorenzo;4.085.009;1.425.124;Private room;$70,00;1;0;;;8;363;0
9.26732E+17;69907842;Simona;San Lorenzo;408.529.743;142.633.005;Entire home/apt;$140,00;1;0;;;2;85;0
9.26736E+17;489845278;Cristina;Avvocata;40.852.070.070.773.200;14.244.593.145.927.200;Private room;$65,00;1;0;;;8;363;0
9.26743E+17;489845278;Cristina;Avvocata;408.529.409.414.276;14.243.641.232.358.100;Private room;$50,00;1;0;;;8;362;0
9.26751E+17;523266585;Marilina;Avvocata;408.500.904;142.465.562;Entire home/apt;$71,00;2;6;10/09/2023;3.16;1;74;6
9.26762E+17;523270520;Teresa;Chiaia;4.083.191.574.568.710;1.422.296.727.063.900;Private room;$75,00;1;0;;;1;356;0
9.26816E+17;494650748;Fabia;Arenella;4.085.488.384.192.210;14.236.712.540.392.000;Entire home/apt;$108,00;2;3;28/08/2023;2.14;3;335;3
9.26899E+17;418504564;Vincenzo;San Lorenzo;40.854.383;14.258.033;Entire home/apt;$131,00;2;2;25/08/2023;2;1;326;2
9.26916E+17;520388932;Salvatore;Montecalvario;408.407.081;142.456.634;Entire home/apt;$76,00;1;2;18/07/2023;1;1;338;2
9.26926E+17;439728625;Marco;Pendino;4.085.042.989.687.030;14.266.590.960.323.800;Private room;$105,00;1;4;10/09/2023;2.26;4;275;4
9.27133E+17;523386330;Massimo;Chiaiano;40.864.093.967.474.000;14.219.304.285.943.500;Private room;$77,00;1;2;30/08/2023;1.03;2;358;2
9.27214E+17;523386330;Massimo;Chiaiano;4.086.487.717.898.830;14.219.788.850.538.500;Private room;$79,00;1;0;;;2;257;0
9.27253E+17;23174041;Napoliapartments;Vicaria;408.578.193.133.262;142.754.179.815.124;Entire home/apt;$109,00;2;3;30/08/2023;1.45;77;171;3
9.27255E+17;434954677;Giuseppe;San Ferdinando;4.083.901.310.076.420;14.246.841.563.971.600;Private room;$96,00;1;0;;;6;267;0
9.273E+17;522586039;MAria Assunta;San Lorenzo;4.085.274.673.999.020;14.260.338.137.956.700;Entire home/apt;$100,00;5;0;;;1;352;0
9.27304E+17;523421991;Francesco;Fuorigrotta;40.829.211.639.737.700;14.200.639.895.573.800;Private room;$80,00;2;0;;;1;41;0
9.27304E+17;326726468;Maurizio;San Lorenzo;4.085.662.557.139.200;14.268.066.159.021.400;Entire home/apt;$82,00;2;2;16/08/2023;1.03;1;156;2
9.27315E+17;403248139;Napoli Museo Bed & Breakfast;San Lorenzo;40.858.826.009.639.400;14.264.013.165.922.200;Private room;$93,00;1;0;;;6;207;0
9.27316E+17;23174041;Napoliapartments;Avvocata;408.524.648.435.663;142.495.837.525.271;Entire home/apt;$130,00;2;4;24/08/2023;2.07;77;176;4
9.27316E+17;403248139;Napoli Museo Bed & Breakfast;San Lorenzo;4.085.909;1.426.407;Private room;$109,00;1;0;;;6;316;0
9.27318E+17;403248139;Napoli Museo Bed & Breakfast;San Lorenzo;4.085.734.205.301.120;14.263.182.495.866.000;Private room;$103,00;1;1;23/08/2023;1;6;298;1
9.27325E+17;172104014;Anna;Pendino;408.480.742;142.631.119;Entire home/apt;$120,00;1;0;;;2;316;0
9.27338E+17;486070540;Giorgio;Pendino;4.084.881.476.285.410;14.256.826.238.188.000;Entire home/apt;$56,00;3;7;7/09/2023;3.18;2;0;7
9.27341E+17;523432677;Michela;Montecalvario;4.084.320.138.758.600;1.424.503.505.485.280;Entire home/apt;$80,00;1;0;;;1;258;0
9.27377E+17;23174041;Napoliapartments;San Giuseppe;408.442.976.484.441;14.253.010.715.098;Entire home/apt;$172,00;2;2;9/09/2023;1.22;77;173;2
9.27424E+17;122835012;Daniela;Arenella;40.848.305.759.493.100;14.219.331.836.054.000;Entire home/apt;$136,00;2;3;11/09/2023;2.31;1;127;3
9.27428E+17;511312207;Ida;Avvocata;4.085.263.408.349.450;14.244.176.023.170.500;Entire home/apt;$60,00;2;1;16/08/2023;1;1;333;1
9.27446E+17;515167394;Martina;San Lorenzo;408.592.743;142.662.354;Entire home/apt;$100,00;2;0;;;1;346;0
9.27515E+17;507441752;Januaria;San Ferdinando;408.342.253;142.461.365;Entire home/apt;$101,00;2;0;;;3;249;0
9.27517E+17;523496843;Stella;Montecalvario;408.478.789;142.493.489;Private room;$41,00;2;11;11/09/2023;6;3;322;11
9.27526E+17;80927559;Giovanni;Chiaia;4.083.483;1.422.374;Entire home/apt;$739,00;2;4;20/08/2023;1.97;8;178;4
9.27555E+17;80927559;Giovanni;Chiaia;408.355.119;14.224.847;Entire home/apt;$464,00;2;3;27/08/2023;2.05;8;175;3
9.27592E+17;523517976;Alfredo;San Lorenzo;4.085.459.295.975.960;14.262.768.883.399.600;Entire home/apt;$79,00;1;2;19/08/2023;2;1;237;2
9.27614E+17;324817942;Carla;San Lorenzo;408.558.064;142.586.309;Entire home/apt;$75,00;2;2;2/08/2023;1.15;2;341;2
9.27629E+17;523541200;Francesco;Zona Industriale;408.526.553.056.983;14.267.369.666.282.600;Entire home/apt;$95,00;2;2;9/08/2023;1.5;1;360;2
9.27679E+17;523556482;Corrado;San Ferdinando;4.083.978.889.999.990;142.492.633;Entire home/apt;$78,00;1;1;2/09/2023;1;1;233;1
9.2798E+17;523622919;Mario;Chiaia;408.343.127;142.302.362;Entire home/apt;$99,00;1;13;12/09/2023;6.5;1;254;13
9.28113E+17;523657534;Gennaro;Pendino;408.492.664;142.603.767;Private room;$110,00;1;0;;;1;198;0
9.28114E+17;523657793;Filomena;San Ferdinando;4.083.617;1.424.704;Entire home/apt;$60,00;3;2;22/08/2023;2;1;66;2
9.2815E+17;74995708;Simona;Avvocata;4.085.107;142.469;Entire home/apt;$85,00;1;1;25/08/2023;1;1;77;1
9.28152E+17;130311437;Federica;San Lorenzo;4.085.313;1.426.288;Private room;$82,00;1;2;25/08/2023;1.46;5;108;2
9.28157E+17;158736416;Anna;San Giuseppe;4.084.136.655.565.820;14.248.729.434.902.600;Entire home/apt;$79,00;3;6;11/09/2023;4.74;1;162;6
9.28177E+17;470464436;Giuseppe;San Lorenzo;40.860.717.094.925.000;142.699.302.653.055;Entire home/apt;$77,00;2;6;25/08/2023;3.75;1;63;6
9.28192E+17;515623230;Giuseppe;Mercato;408.492.009;142.741.084;Entire home/apt;$96,00;1;0;;;1;354;0
9.28227E+17;522921690;Francesca;Pendino;4.084.950.496.926.540;14.265.098.981.559.200;Private room;$80,00;1;4;20/08/2023;3.64;4;0;4
9.28236E+17;522921690;Francesca;Pendino;40.849.429.898.643.900;14.265.119.768.679.100;Private room;$70,00;1;2;14/08/2023;1.71;4;0;2
9.28247E+17;502259791;Bnb;Montecalvario;408.451.039;14.241.730.146.600.000;Entire home/apt;$120,00;2;0;;;2;266;0
9.28289E+17;40769176;Francesca;San Lorenzo;4.084.976.958.249.320;14.258.103.209.786.900;Entire home/apt;$95,00;2;5;27/08/2023;2.94;3;343;5
9.28312E+17;523729295;Rita;San Lorenzo;408.525.658.357.935;14.262.343.284.697.200;Entire home/apt;$98,00;2;1;27/08/2023;1;1;345;1
9.2866E+17;437715578;Luigi;San Lorenzo;408.507.332;142.562.602;Entire home/apt;$100,00;2;0;;;1;3;0
9.28662E+17;523815440;Ludovica;Porto;4.084.049.539.999.990;14.254.618;Entire home/apt;$120,00;3;0;;;2;170;0
9.287E+17;523815440;Ludovica;Porto;4.084.046.026.074.010;1.425.468.362.867.830;Entire home/apt;$120,00;3;0;;;2;170;0
9.2874E+17;523831772;Domenico;San Lorenzo;40.858.812.843.853.100;14.268.898.587.512.700;Entire home/apt;$66,00;1;0;;;1;344;0
9.28766E+17;510000727;Carlo;San Lorenzo;4.085.315.062.066.430;14.258.168.365.179.000;Entire home/apt;$85,00;3;0;;;2;246;0
9.28776E+17;491475862;Alfonso;Zona Industriale;4.084.983.441.822.350;1.427.714.679.390.190;Entire home/apt;$65,00;1;0;;;1;347;0
9.28831E+17;152714744;Vincenzo;San Ferdinando;408.348.708;142.464.691;Entire home/apt;$79,00;3;0;;;3;321;0
9.28838E+17;128605155;RentaHost;Avvocata;4.085.414.582.292.600;14.247.854.301.791.400;Entire home/apt;$80,00;1;7;6/09/2023;4.04;22;330;7
9.28885E+17;523873561;Patrizia;Chiaia;408.369.562;142.292.047;Entire home/apt;$120,00;2;1;22/08/2023;1;1;166;1
9.2889E+17;198795814;Maria;Fuorigrotta;4.083.035;1.419.765;Private room;$50,00;1;1;9/09/2023;1;1;356;1
9.28935E+17;53566022;Luigia;Chiaia;4.083.947.337.557.640;14.240.484.082.459.000;Entire home/apt;$60,00;2;7;29/08/2023;3.5;3;332;7
9.28943E+17;523895076;Maurizio;Montecalvario;4.084.225;1.424.445;Entire home/apt;$81,00;4;9;7/09/2023;4.15;1;32;9
9.28978E+17;523907825;Ginevra;Fuorigrotta;40.828.669.305.886.200;1.419.506.924.821.800;Private room;$83,00;2;1;16/08/2023;1;2;355;1
9.29043E+17;523907825;Ginevra;Fuorigrotta;4.082.873.668.535.790;14.195.063.699.105.900;Private room;$59,00;2;1;23/07/2023;0.57;2;340;1
9.29374E+17;523405778;Carla;Montecalvario;408.475.489;142.481.061;Entire home/apt;$80,00;3;2;26/08/2023;2;1;85;2
9.29384E+17;523251404;Giuseppe;Pendino;40.849.559.330.614.800;14.260.951.509.775.400;Entire home/apt;$74,00;1;2;8/09/2023;1.43;6;348;2
9.29403E+17;96122546;Welcome To Our Holiday Homes;San Carlo all'Arena;40.856.281;142.567.491;Entire home/apt;$91,00;2;5;16/08/2023;2.5;30;271;5
9.29412E+17;272002545;MyBnb;Montecalvario;408.404.413.540.637;142.475.677.880.668;Entire home/apt;$108,00;1;0;;;78;288;0
9.29441E+17;434954677;Giuseppe;San Ferdinando;4.083.894;1.424.665;Entire home/apt;$288,00;1;0;;;6;268;0
9.29467E+17;238205935;Welcome;Avvocata;408.506.941;142.467.144;Entire home/apt;$124,00;2;1;8/09/2023;1;24;255;1
9.29491E+17;272002545;MyBnb;San Lorenzo;408.525.169.372.552;142.614.039.066.945;Entire home/apt;$173,00;1;0;;;78;327;0
9.29498E+17;381973360;Roberta;San Lorenzo;40.853.106;142.694.868;Entire home/apt;$108,00;2;12;8/09/2023;6.21;1;253;12
9.29572E+17;62076633;Annalisa;Chiaia;408.396.407.377.533;14.235.777.850.361.300;Entire home/apt;$93,00;2;12;11/09/2023;5.81;1;226;12
9.29607E+17;487817566;Wonderful Italy Campania;San Lorenzo;408.557.222;142.632.566;Entire home/apt;$53,00;1;7;23/08/2023;3.56;105;341;7
9.29613E+17;439728625;Marco;Pendino;40.850.269.693.149.600;14.266.640.396.295.100;Private room;$105,00;1;0;;;4;272;0
9.29616E+17;522500567;Maria;Stella;4.085.848.987.305.540;14.241.179.679.006.100;Entire home/apt;$99,00;4;4;10/09/2023;2.11;2;56;4
9.29622E+17;489940993;Antonio;Vicaria;408.581.847;142.747.303;Private room;$124,00;1;0;;;3;260;0
9.29625E+17;439728625;Marco;Pendino;4.084.991.049.695.650;14.266.979.082.248.500;Private room;$101,00;1;0;;;4;278;0
9.2963E+17;439728625;Marco;Pendino;4.085.090.848.072.720;142.678.837.857.035;Private room;$101,00;1;0;;;4;277;0
9.29669E+17;524095783;Luca;Fuorigrotta;408.306.577;142.010.584;Entire home/apt;$58,00;2;0;;;1;63;0
9.29682E+17;523437289;Mary;Mercato;408.473.637;142.738.572;Entire home/apt;$51,00;1;11;11/09/2023;5.32;1;349;11
9.29697E+17;130311437;Federica;San Lorenzo;40.855.089.246.494.700;14.261.102.678.369.800;Private room;$98,00;1;2;28/08/2023;1.82;5;102;2
9.29732E+17;524117260;Giuseppe;Poggioreale;40.859.686.839.261.300;14.277.574.215.881.900;Entire home/apt;$58,00;3;4;7/09/2023;3.43;1;244;4
9.29744E+17;524118093;Raffaele;Zona Industriale;4.084.858.410.970.750;14.276.045.318.179.800;Entire home/apt;$50,00;1;0;;;1;317;0
9.29758E+17;524006067;Paola;Avvocata;4.085.466;142.392;Entire home/apt;$140,00;2;0;;;1;286;0
9.29848E+17;42035607;Fulvio;Pendino;40.846.077.341.075.100;14.261.315.231.220.900;Entire home/apt;$90,00;2;1;14/07/2023;0.48;1;62;1
9.29868E+17;361973722;Antonio;San Lorenzo;408.522.797;14.255.333;Private room;$76,00;2;0;;;7;85;0
9.30148E+17;524225601;Luigi;Vicaria;408.599.745;142.749.806;Private room;$128,00;1;0;;;5;340;0
9.30168E+17;361973722;Antonio;San Lorenzo;408.522.797;14.255.333;Private room;$66,00;3;0;;;7;77;0
9.30213E+17;271780087;Restay;Montecalvario;408.416.928;142.474.055;Entire home/apt;$203,00;2;1;3/09/2023;1;8;305;1
9.30215E+17;271780087;Restay;Stella;4.085.692.762.580.790;1.424.821.303.619.900;Entire home/apt;$169,00;1;2;13/08/2023;1.54;8;292;2
9.30274E+17;513089219;Emilio;San Lorenzo;4.085.524;1.426.006;Entire home/apt;$90,00;1;1;5/09/2023;1;1;355;1
9.30297E+17;522497580;Giovanni;Pendino;4.084.906.884.279.540;14.263.278.367.884.700;Entire home/apt;$80,00;1;6;12/09/2023;5.45;1;276;6
9.30301E+17;454107079;Fabrizio;Porto;4.084.049.647.056.670;14.254.007.973.649.200;Entire home/apt;$250,00;1;0;;;1;250;0
9.30301E+17;524261561;Mariarosaria;Vomero;40.844.787.543.012.400;14.222.691.361.764.300;Entire home/apt;$160,00;2;0;;;1;299;0
9.30307E+17;361973722;Antonio;San Lorenzo;408.522.797;14.255.333;Entire home/apt;$88,00;3;2;31/08/2023;2;7;86;2
9.30318E+17;287833801;Gianmarco;Arenella;408.481.603;142.309.192;Private room;$60,00;2;7;10/09/2023;3.56;2;101;7
9.30342E+17;434954677;Giuseppe;Montecalvario;40.840.480.021.912.200;14.246.823.071.314.300;Private room;$68,00;1;0;;;6;266;0
9.30346E+17;434954677;Giuseppe;San Giuseppe;4.084.017.698.983.470;14.248.640.191.458.800;Private room;$120,00;1;0;;;6;265;0
9.30348E+17;517128261;Salvatore;Montecalvario;408.437.024;142.456.787;Entire home/apt;$69,00;1;4;11/09/2023;2.61;1;359;4
9.30353E+17;434954677;Giuseppe;Montecalvario;4.084.098.376.874.800;14.246.742.448.187.700;Entire home/apt;$190,00;1;0;;;6;269;0
9.30368E+17;524282669;Rosa;San Carlo all'Arena;40.877.146.255.789.400;14.271.027.395.665.100;Entire home/apt;$66,00;1;8;7/08/2023;3.87;1;353;8
9.30375E+17;361973722;Antonio;San Lorenzo;408.522.797;14.255.333;Entire home/apt;$34,00;4;0;;;7;68;0
9.30383E+17;403701726;Fabiana;San Lorenzo;4.085.553.713.497.130;1.426.883.228.123.180;Private room;$57,00;1;1;12/08/2023;0.91;3;137;1
9.30389E+17;472748964;Gaetano;Porto;4.084.722.128.849.880;14.254.177.158.496.500;Entire home/apt;$200,00;2;4;11/08/2023;2.22;2;259;4
9.30391E+17;12863297;Alessia;Montecalvario;4.084.529.859.986.640;1.424.761.508.498.440;Entire home/apt;$71,00;3;3;1/09/2023;2.73;1;22;3
9.30417E+17;298990330;Francesco;Chiaia;408.373.863;142.435.721;Private room;$75,00;2;1;12/09/2023;1;2;356;1
9.30423E+17;524301215;Marina;Chiaia;4.083.361.319.999.990;142.251.968;Entire home/apt;$107,00;1;1;15/08/2023;1;1;331;1
9.30427E+17;189839177;Raffaella;San Ferdinando;4.083.792.779.867.930;14.245.158.968.500.000;Private room;$90,00;2;0;;;3;143;0
9.30452E+17;93457271;Raffaella;Fuorigrotta;40.827.399;142.086.178;Private room;$58,00;2;0;;;5;243;0
9.30482E+17;156522106;Marcello;Chiaia;4.083.966.135.823.250;1.423.895.755.934.460;Entire home/apt;$125,00;3;0;;;4;266;0
9.30485E+17;156522106;Marcello;Chiaia;4.083.624.389.721.160;14.216.399.094.205.900;Entire home/apt;$110,00;3;0;;;4;84;0
9.30506E+17;524328645;Marcello;San Giuseppe;40.842.546.520.719.800;14.249.158.505.900.400;Entire home/apt;$65,00;2;0;;;1;223;0
9.30664E+17;361973722;Antonio;San Lorenzo;4.085.228;14.255.333;Private room;$63,00;1;1;12/08/2023;0.91;7;86;1
9.30979E+17;455547323;Lucio;Vomero;4.084.453.370.982.000;14.231.718.890.368.900;Private room;$180,00;1;0;;;3;268;0
9.30979E+17;455547323;Lucio;Vomero;40.844.501.254.444.900;14.231.712.184.846.400;Private room;$139,00;1;0;;;3;268;0
9.31032E+17;524455502;Serena;Chiaia;4.083.580.642.662.300;1.424.450.908.650.810;Entire home/apt;$127,00;2;1;1/08/2023;0.68;1;129;1
9.31042E+17;514306669;Alfredo;San Carlo all'Arena;4.085.758.382.603.420;1.425.758.765.316.580;Entire home/apt;$63,00;2;3;11/09/2023;2.73;3;148;3
9.31043E+17;163311650;Giorgio;Pendino;408.467.574;142.666.648;Entire home/apt;$100,00;2;6;9/09/2023;4.62;1;79;6
9.31082E+17;417004345;Sara;Pendino;4.084.989.387.630.720;14.265.880.802.270.600;Entire home/apt;$133,00;2;5;10/09/2023;5;1;235;5
9.31117E+17;494968891;Maria Teresa;Montecalvario;4.084.178.645.011.590;14.245.650.287.700.300;Entire home/apt;$87,00;1;1;14/08/2023;1;1;225;1
9.31118E+17;471090206;Lucia;Montecalvario;4.084.605.346.724.100;14.245.887.324.213.900;Entire home/apt;$110,00;7;2;21/08/2023;2;1;363;2
